utt_id	score
LA_E_1031941 -23.616627
LA_E_1032270 4.780791
LA_E_1032354 -10.248919
LA_E_1032458 -4.252987
LA_E_1032595 -5.907656
LA_E_1032786 -14.243663
LA_E_1032821 -34.342880
LA_E_1033108 1.476137
LA_E_1033230 7.728639
LA_E_1033459 3.723847
LA_E_1033477 -9.060397
LA_E_1033493 -11.050483
LA_E_1033624 -9.859794
LA_E_1033790 -10.197755
LA_E_1033817 -24.036060
LA_E_1033998 -12.365133
LA_E_1034120 -13.594138
LA_E_1034127 -12.495809
LA_E_1034162 -6.494389
LA_E_1034166 7.904579
LA_E_1034211 -14.507438
LA_E_1034267 -15.779005
LA_E_1034414 -29.983654
LA_E_1034474 7.844108
LA_E_1034718 -7.614041
LA_E_1034926 5.091201
LA_E_1035053 -9.483359
LA_E_1035334 -8.722436
LA_E_1035613 -0.693402
LA_E_1035714 -8.299258
LA_E_1035785 -11.427283
LA_E_1036052 -15.017310
LA_E_1036257 -9.729349
LA_E_1036301 -16.394608
LA_E_1036359 -9.101595
LA_E_1036440 -10.965327
LA_E_1036636 -17.465075
LA_E_1036763 -8.531047
LA_E_1036786 -7.776170
LA_E_1037060 -5.327539
LA_E_1037093 0.300924
LA_E_1037224 -9.935305
LA_E_1037559 -12.874473
LA_E_1037569 -10.700686
LA_E_1037676 -10.905017
LA_E_1037975 -8.817921
LA_E_1037984 -8.218377
LA_E_1038220 -6.617610
LA_E_1038440 -14.870799
LA_E_1038670 -17.989367
LA_E_1038682 -22.493795
LA_E_1038700 -9.350646
LA_E_1038782 -11.611164
LA_E_1038872 -9.499038
LA_E_1038894 -3.264855
LA_E_1038904 -0.545155
LA_E_1039046 -13.858408
LA_E_1039058 -7.559996
LA_E_1039225 -10.899347
LA_E_1039348 8.249660
LA_E_1039352 -9.414749
LA_E_1039869 -10.827699
LA_E_1039881 10.601107
LA_E_1039962 -12.270268
LA_E_1040236 -10.248303
LA_E_1040380 10.306502
LA_E_1040571 -12.736188
LA_E_1040666 -8.915320
LA_E_1040774 -8.997846
LA_E_1040814 -3.319817
LA_E_1040879 -10.976985
LA_E_1040966 -8.541025
LA_E_1041335 -4.342604
LA_E_1041484 -10.053083
LA_E_1041585 -10.980132
LA_E_1041818 -8.661747
LA_E_1041877 -9.976062
LA_E_1041995 -9.419352
LA_E_1042037 -16.035742
LA_E_1042109 -8.911351
LA_E_1042172 -8.912970
LA_E_1042300 -15.457847
LA_E_1042356 -14.454710
LA_E_1042916 -20.830475
LA_E_1042982 -7.687589
LA_E_1043091 -18.436951
LA_E_1043103 -8.663010
LA_E_1043145 -20.614841
LA_E_1043276 -9.669080
LA_E_1043345 -8.568208
LA_E_1043494 -8.419570
LA_E_1043553 -25.547165
LA_E_1043829 -5.009591
LA_E_1043830 -21.189655
LA_E_1043874 -12.767150
LA_E_1043881 -13.705043
LA_E_1043919 -4.656775
LA_E_1044031 -8.255046
LA_E_1044126 -6.451694
LA_E_1044197 -8.441994
LA_E_1044331 -8.209099
LA_E_1044544 -9.648232
LA_E_1044599 -11.239713
LA_E_1044611 10.301429
LA_E_1044740 -6.297147
LA_E_1044755 -5.759115
LA_E_1044793 -5.487763
LA_E_1044843 -9.905730
LA_E_1044956 8.687043
LA_E_1045231 3.210469
LA_E_1045260 -20.756790
LA_E_1045435 -30.252859
LA_E_1045547 3.002968
LA_E_1045568 3.970382
LA_E_1045711 -12.217919
LA_E_1045785 7.855556
LA_E_1045856 -7.410087
LA_E_1046050 -9.341866
LA_E_1046103 6.389722
LA_E_1046123 -9.429014
LA_E_1046146 -10.822381
LA_E_1046356 -1.193463
LA_E_1046582 8.082368
LA_E_1046593 -12.178073
LA_E_1046597 7.532141
LA_E_1046725 -9.334187
LA_E_1046787 -13.610614
LA_E_1047041 -9.941483
LA_E_1047085 6.139907
LA_E_1047131 5.393250
LA_E_1047198 -4.164856
LA_E_1047397 -16.754385
LA_E_1047414 -13.067403
LA_E_1047426 -29.536411
LA_E_1047463 -9.569337
LA_E_1047582 -8.064497
LA_E_1047892 8.732100
LA_E_1048076 -8.409721
LA_E_1048210 -11.707905
LA_E_1048407 10.137307
LA_E_1048510 -5.113582
LA_E_1048534 -8.337253
LA_E_1048553 -0.543287
LA_E_1048571 -15.867168
LA_E_1048645 -10.279563
LA_E_1048647 -9.884651
LA_E_1048677 8.087956
LA_E_1048688 -12.144010
LA_E_1048766 -9.715562
LA_E_1049029 -14.953650
LA_E_1049066 -14.034025
LA_E_1049133 4.170614
LA_E_1049141 -6.963817
LA_E_1049437 -9.071712
LA_E_1049740 -8.791133
LA_E_1049808 -12.463144
LA_E_1050057 -3.922131
LA_E_1050070 -16.665314
LA_E_1050435 -0.432946
LA_E_1050463 -10.568416
LA_E_1050514 -5.324195
LA_E_1050580 -11.323192
LA_E_1050751 -8.303903
LA_E_1050779 -8.116226
LA_E_1051266 -8.674926
LA_E_1051298 -5.403450
LA_E_1051370 -8.957219
LA_E_1051790 7.720793
LA_E_1052030 -10.321458
LA_E_1052115 -10.696687
LA_E_1052171 -27.528595
LA_E_1052257 -6.816269
LA_E_1052690 -15.126837
LA_E_1052724 -12.586783
LA_E_1052892 -14.084821
LA_E_1053042 -6.871269
LA_E_1053144 -19.586266
LA_E_1053152 -20.944693
LA_E_1053285 6.581151
LA_E_1053351 -2.187961
LA_E_1053387 -12.679980
LA_E_1053619 3.307863
LA_E_1053705 -8.318230
LA_E_1053797 3.950674
LA_E_1053928 -6.904725
LA_E_1054031 8.784177
LA_E_1054048 -10.500325
LA_E_1054080 -12.865022
LA_E_1054290 -10.741681
LA_E_1054366 -6.333851
LA_E_1054501 -10.764744
LA_E_1054522 6.192677
LA_E_1054584 -1.876322
LA_E_1054656 -11.005723
LA_E_1054934 -8.792375
LA_E_1055183 -18.138641
LA_E_1055678 2.618168
LA_E_1055805 -8.059939
LA_E_1056060 -7.320727
LA_E_1056113 6.729286
LA_E_1056126 -6.411428
LA_E_1056197 -20.867178
LA_E_1056200 7.985820
LA_E_1056210 -9.777971
LA_E_1056214 -7.696107
LA_E_1056218 -9.974886
LA_E_1056531 -11.701135
LA_E_1056540 -8.980399
LA_E_1056542 -16.436253
LA_E_1056646 -6.601789
LA_E_1056654 -17.659050
LA_E_1056698 -11.435592
LA_E_1056887 -6.601873
LA_E_1056953 -21.202877
LA_E_1057033 -6.998974
LA_E_1057127 -23.361584
LA_E_1057333 -6.700984
LA_E_1057396 -13.077568
LA_E_1057546 -14.360642
LA_E_1057588 5.492496
LA_E_1057598 6.435975
LA_E_1057613 4.398350
LA_E_1057817 -5.708354
LA_E_1057946 -12.991120
LA_E_1058106 8.705988
LA_E_1058515 -15.160731
LA_E_1058631 -10.542300
LA_E_1058941 -11.075424
LA_E_1059090 3.256089
LA_E_1059108 -5.241785
LA_E_1059112 -25.508276
LA_E_1059407 2.691689
LA_E_1059477 -10.090562
LA_E_1059523 -11.519678
LA_E_1059566 6.309690
LA_E_1059718 -4.903520
LA_E_1060053 -12.118989
LA_E_1060261 -6.892498
LA_E_1060402 0.944721
LA_E_1060480 -6.580878
LA_E_1060654 -11.858581
LA_E_1060725 -6.439600
LA_E_1060792 -9.698963
LA_E_1060895 -35.024651
LA_E_1060920 -8.890813
LA_E_1061256 -15.305902
LA_E_1061304 -11.449849
LA_E_1061454 -9.971842
LA_E_1061547 -7.923400
LA_E_1061582 -7.931664
LA_E_1061586 6.292434
LA_E_1061623 5.758667
LA_E_1061801 6.471799
LA_E_1061903 -10.262836
LA_E_1062202 -10.839126
LA_E_1062636 -12.612611
LA_E_1062800 -9.108651
LA_E_1062957 -10.689527
LA_E_1063041 -9.096030
LA_E_1063074 -10.734701
LA_E_1063217 -7.976505
LA_E_1063267 -11.837222
LA_E_1063411 -10.235683
LA_E_1063675 -7.245662
LA_E_1063766 -13.521219
LA_E_1063767 -8.118189
LA_E_1063956 -7.242207
LA_E_1064405 -21.378086
LA_E_1064525 -5.786005
LA_E_1064540 0.930031
LA_E_1064718 -6.217356
LA_E_1064731 -6.626445
LA_E_1064751 -10.393808
LA_E_1064839 -6.990034
LA_E_1065057 -6.578259
LA_E_1065223 8.685440
LA_E_1065331 -11.410689
LA_E_1065344 -7.868518
LA_E_1065521 -1.557606
LA_E_1065582 -11.813706
LA_E_1065660 4.080887
LA_E_1065662 2.234814
LA_E_1065667 -9.224010
LA_E_1065678 6.316040
LA_E_1065703 -8.097432
LA_E_1066005 1.396182
LA_E_1066090 -7.422700
LA_E_1066342 -9.960520
LA_E_1066359 -6.771750
LA_E_1066368 -8.020867
LA_E_1066455 7.616213
LA_E_1066571 4.671608
LA_E_1066879 3.540386
LA_E_1067147 -6.439181
LA_E_1067167 -7.150120
LA_E_1067293 -13.228007
LA_E_1067431 -13.309028
LA_E_1067788 -8.157350
LA_E_1067961 -16.466360
LA_E_1067972 -9.523973
LA_E_1068272 -12.496189
LA_E_1068487 3.554258
LA_E_1068497 -18.709177
LA_E_1068650 -9.524625
LA_E_1068661 -23.725578
LA_E_1068698 -14.927062
LA_E_1068790 -9.339202
LA_E_1068813 -7.133139
LA_E_1069211 -19.508980
LA_E_1069271 -8.850637
LA_E_1069304 -6.265679
LA_E_1069429 -22.422108
LA_E_1069633 7.166534
LA_E_1069679 -9.039605
LA_E_1069930 -25.839592
LA_E_1070131 -9.127245
LA_E_1070212 -10.602839
LA_E_1070214 -9.544091
LA_E_1070216 -8.120897
LA_E_1070252 0.086468
LA_E_1070257 6.586141
LA_E_1070286 -6.989398
LA_E_1070406 -9.794965
LA_E_1070484 -10.995660
LA_E_1070594 -17.357586
LA_E_1070608 -6.585377
LA_E_1070670 -8.620633
LA_E_1070853 -16.892452
LA_E_1071014 6.520007
LA_E_1071098 -9.362510
LA_E_1071391 -14.138585
LA_E_1071422 -22.151060
LA_E_1071481 -8.304925
LA_E_1071484 6.735387
LA_E_1071690 -20.605469
LA_E_1071871 -13.210688
LA_E_1072125 -11.532258
LA_E_1072407 -10.867161
LA_E_1072439 -8.588598
LA_E_1072624 -15.318355
LA_E_1072722 -10.647759
LA_E_1072727 -9.260248
LA_E_1072750 -14.425002
LA_E_1072832 -18.223103
LA_E_1072866 5.465382
LA_E_1072972 -9.243175
LA_E_1073066 -9.323064
LA_E_1073132 -10.749776
LA_E_1073410 7.800626
LA_E_1073455 -6.723206
LA_E_1073482 8.942214
LA_E_1073502 -13.220241
LA_E_1073597 -12.364356
LA_E_1073690 -7.992748
LA_E_1073787 -15.991071
LA_E_1073838 -9.222030
LA_E_1073886 2.470535
LA_E_1074126 -12.152170
LA_E_1074147 -9.660718
LA_E_1074199 -7.749955
LA_E_1074516 6.927489
LA_E_1074577 -8.138412
LA_E_1074666 -7.477242
LA_E_1074686 -18.522100
LA_E_1074781 0.895586
LA_E_1074929 -17.956207
LA_E_1074998 -9.005528
LA_E_1075009 -10.938673
LA_E_1075010 -15.019821
LA_E_1075085 -9.457440
LA_E_1075160 -14.672536
LA_E_1075239 -19.443417
LA_E_1075457 -6.825379
LA_E_1075485 -8.909865
LA_E_1075596 -2.647461
LA_E_1075914 -13.365326
LA_E_1076018 -28.266937
LA_E_1076045 -7.386405
LA_E_1076063 -6.554205
LA_E_1076078 -6.172905
LA_E_1076103 -10.575009
LA_E_1076180 -8.187921
LA_E_1076208 -24.409815
LA_E_1076348 -14.744158
LA_E_1076391 -7.657321
LA_E_1076515 -20.883524
LA_E_1076870 -32.363804
LA_E_1076953 4.808425
LA_E_1077095 -20.603001
LA_E_1077114 -13.822336
LA_E_1077205 -32.800232
LA_E_1077246 -13.028405
LA_E_1077325 -22.046112
LA_E_1077496 8.000169
LA_E_1077605 -19.623749
LA_E_1077784 -4.081578
LA_E_1077911 -8.499766
LA_E_1078042 -10.546779
LA_E_1078263 2.475207
LA_E_1078614 -8.505730
LA_E_1078880 8.399976
LA_E_1078996 -9.599185
LA_E_1079022 -17.364632
LA_E_1079026 -10.204980
LA_E_1079089 -22.869019
LA_E_1079212 -9.310429
LA_E_1079373 -10.325687
LA_E_1079389 -8.576626
LA_E_1079546 -0.159465
LA_E_1080014 -14.482646
LA_E_1080138 -7.756097
LA_E_1080267 -9.758370
LA_E_1080305 -13.358296
LA_E_1080408 -23.244249
LA_E_1080447 2.738944
LA_E_1080637 -6.430130
LA_E_1080675 -7.513702
LA_E_1080821 7.398515
LA_E_1080945 -10.445354
LA_E_1080960 -12.195681
LA_E_1080991 -11.086648
LA_E_1081421 -5.060990
LA_E_1081523 -29.561758
LA_E_1081546 -13.282399
LA_E_1081565 -8.504833
LA_E_1081813 -8.763976
LA_E_1081992 -7.820767
LA_E_1082089 -15.156966
LA_E_1082164 -6.843525
LA_E_1082269 -10.763334
LA_E_1082271 6.634932
LA_E_1082372 -12.966044
LA_E_1082439 5.134852
LA_E_1082451 -6.912051
LA_E_1082538 -24.179359
LA_E_1082676 -0.026637
LA_E_1082775 -6.962981
LA_E_1082906 -7.570693
LA_E_1082921 4.976254
LA_E_1082973 -22.998550
LA_E_1083009 2.820127
LA_E_1083022 -15.424048
LA_E_1083304 -7.417473
LA_E_1083381 1.743191
LA_E_1083393 4.228408
LA_E_1083404 -10.895342
LA_E_1083760 4.685508
LA_E_1083775 -11.352530
LA_E_1083805 7.082481
LA_E_1083834 -8.805041
LA_E_1084093 -11.887514
LA_E_1084114 -16.590153
LA_E_1084124 -30.068401
LA_E_1084207 -8.771658
LA_E_1084341 -8.590364
LA_E_1084368 -22.295141
LA_E_1084475 -10.279721
LA_E_1084527 -16.474840
LA_E_1084618 -10.419208
LA_E_1084786 -8.665076
LA_E_1085160 1.362742
LA_E_1085191 -10.487485
LA_E_1085264 -10.282573
LA_E_1085318 -29.467253
LA_E_1085519 -7.333598
LA_E_1085716 -0.458991
LA_E_1085979 -6.574955
LA_E_1086100 -10.094935
LA_E_1086117 5.093546
LA_E_1086548 6.275141
LA_E_1086706 -10.445599
LA_E_1086813 -11.783467
LA_E_1086905 -10.474252
LA_E_1087067 -8.052444
LA_E_1087456 8.675117
LA_E_1087500 -3.637418
LA_E_1087545 4.818311
LA_E_1087738 3.662891
LA_E_1087821 4.457276
LA_E_1087830 -6.433807
LA_E_1087891 -11.905526
LA_E_1088071 -8.247580
LA_E_1088448 -25.549034
LA_E_1088504 -8.293572
LA_E_1088539 -9.305050
LA_E_1088619 -8.759739
LA_E_1088769 -10.271714
LA_E_1088875 -14.709928
LA_E_1089140 -12.161851
LA_E_1089148 -9.665452
LA_E_1089185 -8.290480
LA_E_1089229 -11.588260
LA_E_1089507 5.475609
LA_E_1089604 -9.521426
LA_E_1089628 6.835910
LA_E_1089641 3.523945
LA_E_1089951 -13.977027
LA_E_1090319 -10.096163
LA_E_1090339 6.221889
LA_E_1090690 -13.565346
LA_E_1091007 7.191719
LA_E_1091037 -7.104990
LA_E_1091053 -10.594791
LA_E_1091077 -16.112652
LA_E_1091093 -7.077774
LA_E_1091309 -30.730770
LA_E_1091373 -10.197682
LA_E_1091453 -8.510342
LA_E_1091485 -6.486578
LA_E_1091928 -14.225568
LA_E_1092011 6.561437
LA_E_1092028 -6.472311
LA_E_1092053 -14.448497
LA_E_1092068 -16.672947
LA_E_1092222 -10.240654
LA_E_1092415 -7.087034
LA_E_1092502 -9.526938
LA_E_1092523 -9.640873
LA_E_1092528 -2.660584
LA_E_1092535 3.593433
LA_E_1092617 -2.778135
LA_E_1092833 -10.602708
LA_E_1092886 -15.042319
LA_E_1093168 -21.422581
LA_E_1093276 -21.811501
LA_E_1093356 -11.566184
LA_E_1093379 10.720812
LA_E_1093405 -11.182729
LA_E_1093487 -6.102470
LA_E_1093506 -10.059707
LA_E_1093524 -6.528005
LA_E_1093615 -15.769847
LA_E_1093638 -8.334155
LA_E_1093694 6.252356
LA_E_1093816 1.022267
LA_E_1093871 -10.160396
LA_E_1094052 -8.493266
LA_E_1094069 -8.354407
LA_E_1094210 -11.302357
LA_E_1094216 3.300157
LA_E_1094527 -1.102658
LA_E_1094904 -7.487798
LA_E_1094960 -10.474542
LA_E_1094986 7.908710
LA_E_1095004 0.422329
LA_E_1095294 -11.691979
LA_E_1095313 -13.778538
LA_E_1095323 -9.961065
LA_E_1095426 5.530837
LA_E_1095746 -9.944011
LA_E_1095831 -8.382143
LA_E_1095914 -8.379700
LA_E_1096062 -5.059305
LA_E_1096246 -6.888020
LA_E_1096285 -6.530737
LA_E_1096390 7.874033
LA_E_1096419 -11.153579
LA_E_1096671 -4.448903
LA_E_1096781 -1.835261
LA_E_1096824 2.600674
LA_E_1096928 -6.641944
LA_E_1097480 -9.534207
LA_E_1097820 -18.468151
LA_E_1097845 -23.060404
LA_E_1097940 -9.130723
LA_E_1097979 7.305852
LA_E_1097998 -8.287344
LA_E_1098118 -9.307080
LA_E_1098147 -26.529974
LA_E_1098244 -14.551833
LA_E_1098513 6.858964
LA_E_1098563 4.950632
LA_E_1098595 -8.167957
LA_E_1098642 -6.142740
LA_E_1098868 -9.659081
LA_E_1099036 -7.771707
LA_E_1099156 -4.507604
LA_E_1099301 -12.555015
LA_E_1099342 -9.895323
LA_E_1099431 -7.016514
LA_E_1099667 -7.573239
LA_E_1099734 -7.305009
LA_E_1099750 -11.976195
LA_E_1099764 -11.880969
LA_E_1100031 -9.898461
LA_E_1100048 -10.733734
LA_E_1100079 -10.288407
LA_E_1100354 -11.285791
LA_E_1100441 -11.325151
LA_E_1100594 -11.938254
LA_E_1100717 7.680088
LA_E_1100866 -10.059713
LA_E_1100892 -3.757047
LA_E_1101329 -2.973314
LA_E_1101336 -11.920066
LA_E_1101546 -10.478610
LA_E_1101674 -7.551450
LA_E_1102017 5.831614
LA_E_1102021 -10.404149
LA_E_1102314 -7.862160
LA_E_1102540 -13.554448
LA_E_1102757 -7.676064
LA_E_1102880 -11.626012
LA_E_1102975 -10.065974
LA_E_1103065 -32.759216
LA_E_1103345 2.323747
LA_E_1103494 8.197371
LA_E_1103922 -35.547550
LA_E_1103925 -9.704084
LA_E_1103940 -11.891644
LA_E_1104415 6.588896
LA_E_1104635 8.244176
LA_E_1104691 -8.832985
LA_E_1104734 -12.825630
LA_E_1104851 -9.748742
LA_E_1104854 -13.453023
LA_E_1104920 -10.815242
LA_E_1105094 -8.715823
LA_E_1105210 -10.417560
LA_E_1105462 -9.512204
LA_E_1105543 -13.131554
LA_E_1105604 -8.004052
LA_E_1105669 -32.143246
LA_E_1106052 0.863149
LA_E_1106135 6.191278
LA_E_1106217 -15.962221
LA_E_1106531 -7.758880
LA_E_1106644 -10.179360
LA_E_1106903 2.251992
LA_E_1106939 -9.824059
LA_E_1107162 2.116956
LA_E_1107224 -13.114321
LA_E_1107443 -8.091231
LA_E_1107470 -10.621582
LA_E_1107497 -10.373665
LA_E_1107685 -21.985477
LA_E_1108298 -6.588319
LA_E_1108425 -9.807705
LA_E_1108445 -6.068288
LA_E_1108553 -8.410263
LA_E_1108630 -9.348754
LA_E_1108731 -4.937375
LA_E_1108746 -12.421624
LA_E_1108783 -10.448952
LA_E_1108901 -14.113225
LA_E_1109051 -22.082447
LA_E_1109190 -7.351876
LA_E_1109195 -22.106459
LA_E_1109383 -16.429150
LA_E_1109484 7.265548
LA_E_1109594 -7.309079
LA_E_1109756 8.815328
LA_E_1109800 5.534868
LA_E_1109945 -11.158226
LA_E_1110182 -7.749098
LA_E_1110205 -7.265531
LA_E_1110256 -0.446912
LA_E_1110497 -4.575046
LA_E_1110699 -18.466429
LA_E_1110809 -32.905323
LA_E_1110813 0.645577
LA_E_1110874 -16.022871
LA_E_1111007 -5.916025
LA_E_1111043 -14.619437
LA_E_1111104 -29.977776
LA_E_1111372 -15.927917
LA_E_1111385 -3.824323
LA_E_1111393 8.690913
LA_E_1111684 -8.103879
LA_E_1111872 -14.098573
LA_E_1112020 -9.683300
LA_E_1112148 -9.615945
LA_E_1112202 -13.255878
LA_E_1112227 -6.503165
LA_E_1112305 -5.308058
LA_E_1112339 -5.827579
LA_E_1112547 -14.197957
LA_E_1112791 -12.317335
LA_E_1112827 -11.119438
LA_E_1112915 6.711832
LA_E_1112921 -6.306133
LA_E_1112969 -11.248147
LA_E_1112971 10.840490
LA_E_1112998 -7.330965
LA_E_1113005 -8.015378
LA_E_1113155 3.139455
LA_E_1113447 5.036225
LA_E_1113632 -6.089108
LA_E_1113763 -34.676594
